,timestamp,5472,time_diff
597670,2021-04-07 06:19:06,738.2,0 days 00:05:29
597679,2021-04-07 06:24:06,741.9,0 days 00:05:00
597688,2021-04-07 06:29:06,744.7,0 days 00:05:00
597699,2021-04-07 06:34:06,747.5,0 days 00:05:00
597713,2021-04-07 06:39:06,752.6,0 days 00:05:00
597726,2021-04-07 06:44:06,757.6,0 days 00:05:00
597736,2021-04-07 06:49:06,762.3,0 days 00:05:00
597745,2021-04-07 06:54:30,767.9,0 days 00:05:24
597755,2021-04-07 06:59:30,772.5,0 days 00:05:00
597765,2021-04-07 07:04:30,779.3,0 days 00:05:00
597782,2021-04-07 07:09:51,788.3,0 days 00:05:21
597798,2021-04-07 07:14:52,799.2,0 days 00:05:01
597815,2021-04-07 07:20:18,807,0 days 00:05:26
597833,2021-04-07 07:25:18,812.1,0 days 00:05:00
597849,2021-04-07 07:30:18,813.7,0 days 00:05:00
597866,2021-04-07 07:35:18,815.3,0 days 00:05:00
597886,2021-04-07 07:41:18,813.9,0 days 00:06:00
597904,2021-04-07 07:46:44,815.6,0 days 00:05:26
597922,2021-04-07 07:51:44,817.2,0 days 00:05:00
597941,2021-04-07 07:57:44,818.9,0 days 00:06:00
597959,2021-04-07 08:02:44,818.8,0 days 00:05:00
597974,2021-04-07 08:07:44,816.6,0 days 00:05:00
597992,2021-04-07 08:13:00,817.2,0 days 00:05:16
598009,2021-04-07 08:18:30,815.5,0 days 00:05:30
598028,2021-04-07 08:24:30,816.9,0 days 00:06:00
598042,2021-04-07 08:29:30,819.2,0 days 00:05:00
598052,2021-04-07 08:34:30,823.6,0 days 00:05:00
598066,2021-04-07 08:39:58,826.4,0 days 00:05:28
598076,2021-04-07 08:45:25,823.7,0 days 00:05:27
598086,2021-04-07 08:50:54,825.7,0 days 00:05:29
598097,2021-04-07 08:56:20,831.9,0 days 00:05:26
598107,2021-04-07 09:01:20,829,0 days 00:05:00
598120,2021-04-07 09:06:46,817.4,0 days 00:05:26
598133,2021-04-07 09:12:13,807.1,0 days 00:05:27
598143,2021-04-07 09:17:43,804.4,0 days 00:05:30
598154,2021-04-07 09:23:12,807.4,0 days 00:05:29
598163,2021-04-07 09:28:12,811.5,0 days 00:05:00
598173,2021-04-07 09:33:13,819.3,0 days 00:05:01
598183,2021-04-07 09:38:13,826,0 days 00:05:00
598193,2021-04-07 09:43:29,829.6,0 days 00:05:16
598203,2021-04-07 09:48:29,833.3,0 days 00:05:00
598213,2021-04-07 09:53:58,836.7,0 days 00:05:29
598221,2021-04-07 09:58:58,839.9,0 days 00:05:00
598229,2021-04-07 10:03:58,839.2,0 days 00:05:00
598238,2021-04-07 10:08:58,836.1,0 days 00:05:00
598247,2021-04-07 10:13:58,834.2,0 days 00:05:00
598257,2021-04-07 10:19:28,831,0 days 00:05:30
598265,2021-04-07 10:24:29,831,0 days 00:05:01
598274,2021-04-07 10:30:28,830.5,0 days 00:05:59
598286,2021-04-07 10:35:28,827.3,0 days 00:05:00
598302,2021-04-07 10:40:29,824.7,0 days 00:05:01
598317,2021-04-07 10:45:58,822.9,0 days 00:05:29
598329,2021-04-07 10:50:58,819,0 days 00:05:00
598343,2021-04-07 10:55:58,816.8,0 days 00:05:00
598361,2021-04-07 11:00:58,815.8,0 days 00:05:00
598379,2021-04-07 11:05:58,813.1,0 days 00:05:00
598396,2021-04-07 11:10:58,809.5,0 days 00:05:00
598410,2021-04-07 11:15:58,805,0 days 00:05:00
598430,2021-04-07 11:21:24,799.4,0 days 00:05:26
598448,2021-04-07 11:26:24,796.1,0 days 00:05:00
598466,2021-04-07 11:31:24,793.8,0 days 00:05:00
598482,2021-04-07 11:36:24,789.3,0 days 00:05:00
598498,2021-04-07 11:41:25,787.1,0 days 00:05:01
598518,2021-04-07 11:46:54,784.4,0 days 00:05:29
598537,2021-04-07 11:51:54,783.1,0 days 00:05:00
598555,2021-04-07 11:56:54,781.7,0 days 00:05:00
598573,2021-04-07 12:01:54,781,0 days 00:05:00
598589,2021-04-07 12:06:54,782.5,0 days 00:05:00
598606,2021-04-07 12:12:18,784.8,0 days 00:05:24
598625,2021-04-07 12:17:18,786.6,0 days 00:05:00
598641,2021-04-07 12:22:18,789,0 days 00:05:00
598660,2021-04-07 12:27:18,790.7,0 days 00:05:00
598674,2021-04-07 12:32:18,789.8,0 days 00:05:00
598692,2021-04-07 12:37:18,787.8,0 days 00:05:00
598708,2021-04-07 12:42:40,783.4,0 days 00:05:22
598728,2021-04-07 12:47:40,777.3,0 days 00:05:00
598741,2021-04-07 12:52:40,775.3,0 days 00:05:00
598760,2021-04-07 12:57:40,772.5,0 days 00:05:00
598777,2021-04-07 13:02:40,766,0 days 00:05:00
598797,2021-04-07 13:08:06,756,0 days 00:05:26
598814,2021-04-07 13:13:16,747.4,0 days 00:05:10
598830,2021-04-07 13:18:40,738.4,0 days 00:05:24
598845,2021-04-07 13:23:56,728.4,0 days 00:05:16
598860,2021-04-07 13:29:06,718.8,0 days 00:05:10
598875,2021-04-07 13:34:18,710.3,0 days 00:05:12
598890,2021-04-07 13:39:32,701.2,0 days 00:05:14
598901,2021-04-07 13:45:00,692.6,0 days 00:05:28
598912,2021-04-07 13:50:28,686.2,0 days 00:05:28
598921,2021-04-07 13:55:28,681.7,0 days 00:05:00
598931,2021-04-07 14:00:28,677.3,0 days 00:05:00
598940,2021-04-07 14:05:28,672.7,0 days 00:05:00
598956,2021-04-07 14:10:28,669.8,0 days 00:05:00
598973,2021-04-07 14:15:28,669.6,0 days 00:05:00
598991,2021-04-07 14:20:28,666.6,0 days 00:05:00
599009,2021-04-07 14:25:28,660.5,0 days 00:05:00
599028,2021-04-07 14:30:45,653.9,0 days 00:05:17
599047,2021-04-07 14:36:07,644.5,0 days 00:05:22
599068,2021-04-07 14:41:19,631.6,0 days 00:05:12
599083,2021-04-07 14:46:29,620.5,0 days 00:05:10
599104,2021-04-07 14:51:47,606.5,0 days 00:05:18
599120,2021-04-07 14:56:59,590.4,0 days 00:05:12
599134,2021-04-07 15:02:07,574.3,0 days 00:05:08
599151,2021-04-07 15:07:24,557.2,0 days 00:05:17
599169,2021-04-07 15:12:37,538.8,0 days 00:05:13
599183,2021-04-07 15:17:49,523.9,0 days 00:05:12
599198,2021-04-07 15:22:57,510.9,0 days 00:05:08
599218,2021-04-07 15:28:24,498.3,0 days 00:05:27
599237,2021-04-07 15:33:27,487.7,0 days 00:05:03
599257,2021-04-07 15:38:29,476.6,0 days 00:05:02
599276,2021-04-07 15:43:41,464.6,0 days 00:05:12
599288,2021-04-07 15:49:02,451.3,0 days 00:05:21
599300,2021-04-07 15:54:04,438.2,0 days 00:05:02
599312,2021-04-07 15:59:22,424.5,0 days 00:05:18
599324,2021-04-07 16:04:30,411.1,0 days 00:05:08
599336,2021-04-07 16:09:34,397.8,0 days 00:05:04
599348,2021-04-07 16:14:36,384.7,0 days 00:05:02
599359,2021-04-07 16:19:38,373.3,0 days 00:05:02
599370,2021-04-07 16:24:48,362.6,0 days 00:05:10
599381,2021-04-07 16:30:09,352.6,0 days 00:05:21
599394,2021-04-07 16:35:25,343,0 days 00:05:16
599412,2021-04-07 16:40:38,332.9,0 days 00:05:13
599432,2021-04-07 16:45:50,323.5,0 days 00:05:12
599452,2021-04-07 16:51:03,313.5,0 days 00:05:13
599473,2021-04-07 16:56:20,303.4,0 days 00:05:17
599492,2021-04-07 17:01:48,293.2,0 days 00:05:28
599509,2021-04-07 17:07:10,284.2,0 days 00:05:22
599524,2021-04-07 17:12:27,274.1,0 days 00:05:17
599542,2021-04-07 17:17:49,263.9,0 days 00:05:22
599556,2021-04-07 17:23:15,253.8,0 days 00:05:26
599567,2021-04-07 17:28:41,245.1,0 days 00:05:26
599578,2021-04-07 17:34:04,236.5,0 days 00:05:23
599588,2021-04-07 17:39:04,229.6,0 days 00:05:00
599599,2021-04-07 17:44:26,221.9,0 days 00:05:22
599614,2021-04-07 17:49:26,214.8,0 days 00:05:00
599633,2021-04-07 17:54:26,208,0 days 00:05:00
599644,2021-04-07 17:59:26,200.7,0 days 00:05:00
599654,2021-04-07 18:04:26,194.6,0 days 00:05:00
599662,2021-04-07 18:09:26,189.5,0 days 00:05:00
599673,2021-04-07 18:14:55,183.3,0 days 00:05:29
599683,2021-04-07 18:19:55,178.2,0 days 00:05:00
599693,2021-04-07 18:24:56,173.2,0 days 00:05:01
599703,2021-04-07 18:29:56,168.3,0 days 00:05:00
599715,2021-04-07 18:34:56,163.5,0 days 00:05:00
599724,2021-04-07 18:39:56,159.2,0 days 00:05:00
599736,2021-04-07 18:44:57,154.9,0 days 00:05:01
599750,2021-04-07 18:50:26,150.7,0 days 00:05:29
599767,2021-04-07 18:55:26,147.1,0 days 00:05:00
599781,2021-04-07 19:00:26,143.8,0 days 00:05:00
599797,2021-04-07 19:05:26,140.8,0 days 00:05:00
599814,2021-04-07 19:10:26,138,0 days 00:05:00
599827,2021-04-07 19:15:26,135.3,0 days 00:05:00
599845,2021-04-07 19:20:56,132.7,0 days 00:05:30
599863,2021-04-07 19:25:57,130.4,0 days 00:05:01
599884,2021-04-07 19:31:26,128.4,0 days 00:05:29
599902,2021-04-07 19:36:26,126.3,0 days 00:05:00
599921,2021-04-07 19:41:57,125.5,0 days 00:05:31
599938,2021-04-07 19:47:26,130.5,0 days 00:05:29
599953,2021-04-07 19:52:26,135.6,0 days 00:05:00
599967,2021-04-07 19:57:26,138.5,0 days 00:05:00
599975,2021-04-07 20:02:26,140.4,0 days 00:05:00
599982,2021-04-07 20:07:26,141.5,0 days 00:05:00
599990,2021-04-07 20:12:26,140.5,0 days 00:05:00
599999,2021-04-07 20:17:26,138.7,0 days 00:05:00
600009,2021-04-07 20:22:26,136.6,0 days 00:05:00
600018,2021-04-07 20:27:26,134.1,0 days 00:05:00
600025,2021-04-07 20:32:26,132.4,0 days 00:05:00
600033,2021-04-07 20:37:26,132.5,0 days 00:05:00
600041,2021-04-07 20:42:56,132.6,0 days 00:05:30
600051,2021-04-07 20:47:56,133.3,0 days 00:05:00
600064,2021-04-07 20:52:56,136.3,0 days 00:05:00
600084,2021-04-07 20:58:02,150.6,0 days 00:05:06
600103,2021-04-07 21:03:12,170,0 days 00:05:10
600118,2021-04-07 21:08:18,187.1,0 days 00:05:06
600134,2021-04-07 21:13:32,205,0 days 00:05:14
600150,2021-04-07 21:18:46,223.5,0 days 00:05:14
600172,2021-04-07 21:23:50,240.5,0 days 00:05:04
600196,2021-04-07 21:28:58,257.3,0 days 00:05:08
600219,2021-04-07 21:34:06,275.9,0 days 00:05:08
600246,2021-04-07 21:39:14,296.6,0 days 00:05:08
600272,2021-04-07 21:44:14,314.9,0 days 00:05:00
600296,2021-04-07 21:49:15,333.3,0 days 00:05:01
600312,2021-04-07 21:54:30,352,0 days 00:05:15
600327,2021-04-07 21:59:34,369.6,0 days 00:05:04
600351,2021-04-07 22:04:54,387.8,0 days 00:05:20
600374,2021-04-07 22:10:02,402.4,0 days 00:05:08
600388,2021-04-07 22:15:20,411.6,0 days 00:05:18
600399,2021-04-07 22:20:50,417.1,0 days 00:05:30
600408,2021-04-07 22:25:50,419,0 days 00:05:00
600417,2021-04-07 22:30:50,419.2,0 days 00:05:00
600426,2021-04-07 22:35:50,418.8,0 days 00:05:00
600436,2021-04-07 22:40:50,416,0 days 00:05:00
600447,2021-04-07 22:46:12,408,0 days 00:05:22
600457,2021-04-07 22:51:12,400.5,0 days 00:05:00
600470,2021-04-07 22:56:33,391.8,0 days 00:05:21
600481,2021-04-07 23:01:50,382.4,0 days 00:05:17
600491,2021-04-07 23:06:50,377.1,0 days 00:05:00
600502,2021-04-07 23:12:20,373.5,0 days 00:05:30
600514,2021-04-07 23:17:20,369.1,0 days 00:05:00
600527,2021-04-07 23:22:20,365.5,0 days 00:05:00
600545,2021-04-07 23:27:49,361.9,0 days 00:05:29
600561,2021-04-07 23:32:50,360.5,0 days 00:05:01
600576,2021-04-07 23:37:50,355.7,0 days 00:05:00
600595,2021-04-07 23:43:20,349.1,0 days 00:05:30
600612,2021-04-07 23:48:50,345.2,0 days 00:05:30
600632,2021-04-07 23:53:50,339.9,0 days 00:05:00
600652,2021-04-07 23:59:20,337.8,0 days 00:05:30
600668,2021-04-08 00:04:49,341.2,0 days 00:05:29
600684,2021-04-08 00:09:50,341.4,0 days 00:05:01
600701,2021-04-08 00:14:50,339,0 days 00:05:00
600719,2021-04-08 00:19:50,335.5,0 days 00:05:00
600737,2021-04-08 00:24:50,331.9,0 days 00:05:00
600756,2021-04-08 00:29:50,327.4,0 days 00:05:00
600777,2021-04-08 00:35:20,321.9,0 days 00:05:30
600797,2021-04-08 00:40:49,316.2,0 days 00:05:29
600814,2021-04-08 00:45:50,311.2,0 days 00:05:01
600833,2021-04-08 00:51:18,305.6,0 days 00:05:28
600853,2021-04-08 00:56:48,301.5,0 days 00:05:30
600872,2021-04-08 01:01:48,296.5,0 days 00:05:00
600891,2021-04-08 01:06:48,291.5,0 days 00:05:00
600907,2021-04-08 01:12:17,287.6,0 days 00:05:29
600925,2021-04-08 01:17:18,284.2,0 days 00:05:01
600942,2021-04-08 01:22:18,280.2,0 days 00:05:00
600962,2021-04-08 01:27:47,276.6,0 days 00:05:29
600980,2021-04-08 01:32:48,272.7,0 days 00:05:01
600996,2021-04-08 01:37:48,269.3,0 days 00:05:00
601012,2021-04-08 01:42:48,264.6,0 days 00:05:00
601028,2021-04-08 01:47:48,260.3,0 days 00:05:00
601043,2021-04-08 01:52:48,256.2,0 days 00:05:00
601061,2021-04-08 01:57:48,252.1,0 days 00:05:00
601080,2021-04-08 02:03:17,248.5,0 days 00:05:29
601095,2021-04-08 02:08:17,245.2,0 days 00:05:00
601110,2021-04-08 02:13:18,241.7,0 days 00:05:01
601127,2021-04-08 02:18:18,238.8,0 days 00:05:00
601144,2021-04-08 02:23:48,235.2,0 days 00:05:30
601156,2021-04-08 02:29:18,232,0 days 00:05:30
601170,2021-04-08 02:34:18,229.3,0 days 00:05:00
601185,2021-04-08 02:39:48,225.7,0 days 00:05:30
601203,2021-04-08 02:44:48,223.1,0 days 00:05:00
601221,2021-04-08 02:50:18,219.9,0 days 00:05:30
601240,2021-04-08 02:55:18,217.5,0 days 00:05:00
601258,2021-04-08 03:00:18,215.1,0 days 00:05:00
601273,2021-04-08 03:05:18,212.7,0 days 00:05:00
601292,2021-04-08 03:10:18,208.4,0 days 00:05:00
601311,2021-04-08 03:15:18,202.8,0 days 00:05:00
601331,2021-04-08 03:20:48,197.1,0 days 00:05:30
601343,2021-04-08 03:25:48,191.2,0 days 00:05:00
601353,2021-04-08 03:30:48,187.1,0 days 00:05:00
601362,2021-04-08 03:35:48,184,0 days 00:05:00
601372,2021-04-08 03:40:48,181.3,0 days 00:05:00
601390,2021-04-08 03:46:17,179.3,0 days 00:05:29
601408,2021-04-08 03:51:18,176.5,0 days 00:05:01
601422,2021-04-08 03:56:18,173.9,0 days 00:05:00
601437,2021-04-08 04:01:18,171.3,0 days 00:05:00
601445,2021-04-08 04:06:18,168.6,0 days 00:05:00
601455,2021-04-08 04:11:47,166.9,0 days 00:05:29
601463,2021-04-08 04:17:48,165.2,0 days 00:06:01
601470,2021-04-08 04:22:48,163.5,0 days 00:05:00
601478,2021-04-08 04:27:48,161.8,0 days 00:05:00
601488,2021-04-08 04:32:48,160.3,0 days 00:05:00
601503,2021-04-08 04:37:48,158.2,0 days 00:05:00
601522,2021-04-08 04:42:48,155.5,0 days 00:05:00
601539,2021-04-08 04:48:18,152.2,0 days 00:05:30
601548,2021-04-08 04:53:18,148.1,0 days 00:05:00
601558,2021-04-08 04:58:18,143.2,0 days 00:05:00
601567,2021-04-08 05:03:18,138.4,0 days 00:05:00
601577,2021-04-08 05:08:18,134.8,0 days 00:05:00
601586,2021-04-08 05:13:18,131.1,0 days 00:05:00
601596,2021-04-08 05:18:18,127.4,0 days 00:05:00
601606,2021-04-08 05:23:48,123.7,0 days 00:05:30
601616,2021-04-08 05:28:48,120.6,0 days 00:05:00
601626,2021-04-08 05:34:17,118.2,0 days 00:05:29
601636,2021-04-08 05:39:48,115.5,0 days 00:05:31
601645,2021-04-08 05:44:48,113.4,0 days 00:05:00
601653,2021-04-08 05:49:48,111.6,0 days 00:05:00
601662,2021-04-08 05:55:17,109.4,0 days 00:05:29
601675,2021-04-08 06:00:48,107.2,0 days 00:05:31
601692,2021-04-08 06:05:48,104.8,0 days 00:05:00
601709,2021-04-08 06:11:18,102.1,0 days 00:05:30
601726,2021-04-08 06:16:18,100.7,0 days 00:05:00
601741,2021-04-08 06:21:18,99.4,0 days 00:05:00
601760,2021-04-08 06:26:48,97.6,0 days 00:05:30
601776,2021-04-08 06:32:18,96.6,0 days 00:05:30
601791,2021-04-08 06:37:18,96.6,0 days 00:05:00
601805,2021-04-08 06:42:47,97.2,0 days 00:05:29
601814,2021-04-08 06:47:48,101.6,0 days 00:05:01
601825,2021-04-08 06:53:18,105.3,0 days 00:05:30
601836,2021-04-08 06:58:48,108.6,0 days 00:05:30
601849,2021-04-08 07:03:52,121.7,0 days 00:05:04
601871,2021-04-08 07:09:04,147,0 days 00:05:12
601886,2021-04-08 07:14:14,163.4,0 days 00:05:10
601897,2021-04-08 07:19:44,169.3,0 days 00:05:30
601908,2021-04-08 07:25:13,172,0 days 00:05:29
601923,2021-04-08 07:30:14,175.6,0 days 00:05:01
601935,2021-04-08 07:35:43,181.5,0 days 00:05:29
601947,2021-04-08 07:40:43,185.4,0 days 00:05:00
601963,2021-04-08 07:46:14,187.5,0 days 00:05:31
601975,2021-04-08 07:51:43,186,0 days 00:05:29
601981,2021-04-08 07:56:43,185.2,0 days 00:05:00
601990,2021-04-08 08:01:43,185.4,0 days 00:05:00
601999,2021-04-08 08:06:43,186.2,0 days 00:05:00
602009,2021-04-08 08:11:44,192,0 days 00:05:01
602020,2021-04-08 08:17:13,195.2,0 days 00:05:29
602027,2021-04-08 08:22:13,196.5,0 days 00:05:00
602032,2021-04-08 08:27:13,196.3,0 days 00:05:00
602040,2021-04-08 08:32:13,195.6,0 days 00:05:00
602048,2021-04-08 08:37:13,194.6,0 days 00:05:00
602056,2021-04-08 08:42:13,193.3,0 days 00:05:00
602066,2021-04-08 08:47:13,193.3,0 days 00:05:00
602076,2021-04-08 08:52:43,196.1,0 days 00:05:30
602085,2021-04-08 08:57:43,201.1,0 days 00:05:00
602095,2021-04-08 09:02:43,208.1,0 days 00:05:00
602105,2021-04-08 09:07:43,215.3,0 days 00:05:00
602116,2021-04-08 09:12:53,225.1,0 days 00:05:10
602127,2021-04-08 09:18:03,234.2,0 days 00:05:10
602142,2021-04-08 09:23:03,237.6,0 days 00:05:00
602158,2021-04-08 09:28:03,237.9,0 days 00:05:00
602176,2021-04-08 09:33:03,236.7,0 days 00:05:00
602194,2021-04-08 09:38:33,234.6,0 days 00:05:30
602209,2021-04-08 09:43:33,232.1,0 days 00:05:00
602217,2021-04-08 09:48:33,230.5,0 days 00:05:00
602226,2021-04-08 09:53:33,228.4,0 days 00:05:00
602233,2021-04-08 09:58:33,227.9,0 days 00:05:00
602242,2021-04-08 10:03:33,228.2,0 days 00:05:00
602252,2021-04-08 10:08:33,231.8,0 days 00:05:00
602263,2021-04-08 10:13:38,240.8,0 days 00:05:05
602281,2021-04-08 10:18:44,261.6,0 days 00:05:06
602300,2021-04-08 10:23:45,283.4,0 days 00:05:01
602310,2021-04-08 10:28:53,291.8,0 days 00:05:08
602322,2021-04-08 10:33:53,296.1,0 days 00:05:00
602338,2021-04-08 10:39:15,304.5,0 days 00:05:22
602356,2021-04-08 10:44:23,317.7,0 days 00:05:08
602378,2021-04-08 10:49:37,337.3,0 days 00:05:14
602402,2021-04-08 10:54:37,360,0 days 00:05:00
602430,2021-04-08 10:59:37,387,0 days 00:05:00
602463,2021-04-08 11:04:37,416.3,0 days 00:05:00
602481,2021-04-08 11:09:59,430.9,0 days 00:05:22
602492,2021-04-08 11:14:59,434.7,0 days 00:05:00
602505,2021-04-08 11:20:11,442.9,0 days 00:05:12
602518,2021-04-08 11:25:39,457.3,0 days 00:05:28
602529,2021-04-08 11:30:45,466.9,0 days 00:05:06
602538,2021-04-08 11:35:45,470.3,0 days 00:05:00
602546,2021-04-08 11:40:45,469.7,0 days 00:05:00
602556,2021-04-08 11:45:45,467.2,0 days 00:05:00
602567,2021-04-08 11:51:15,463.8,0 days 00:05:30
602577,2021-04-08 11:56:15,460,0 days 00:05:00
602588,2021-04-08 12:01:44,454.9,0 days 00:05:29
602598,2021-04-08 12:07:15,450,0 days 00:05:31
602609,2021-04-08 12:12:45,448.1,0 days 00:05:30
602620,2021-04-08 12:18:14,449.5,0 days 00:05:29
602627,2021-04-08 12:23:15,450.7,0 days 00:05:01
602636,2021-04-08 12:28:15,448.7,0 days 00:05:00
602645,2021-04-08 12:33:15,445,0 days 00:05:00
602655,2021-04-08 12:38:45,440.6,0 days 00:05:30
602664,2021-04-08 12:44:14,437.9,0 days 00:05:29
602672,2021-04-08 12:49:15,435.5,0 days 00:05:01
602683,2021-04-08 12:54:45,430.9,0 days 00:05:30
602694,2021-04-08 12:59:57,425.5,0 days 00:05:12
602704,2021-04-08 13:04:57,420.4,0 days 00:05:00
602714,2021-04-08 13:09:57,414.9,0 days 00:05:00
602724,2021-04-08 13:14:57,409.8,0 days 00:05:00
602734,2021-04-08 13:19:57,404.7,0 days 00:05:00
602746,2021-04-08 13:24:57,399.8,0 days 00:05:00
602755,2021-04-08 13:29:57,395.3,0 days 00:05:00
602767,2021-04-08 13:35:26,390.7,0 days 00:05:29
602779,2021-04-08 13:40:57,386.8,0 days 00:05:31
602788,2021-04-08 13:45:57,383.2,0 days 00:05:00
602798,2021-04-08 13:50:57,378.6,0 days 00:05:00
602809,2021-04-08 13:55:57,374.7,0 days 00:05:00
602828,2021-04-08 14:01:27,370.5,0 days 00:05:30
602840,2021-04-08 14:06:27,367.1,0 days 00:05:00
602849,2021-04-08 14:11:57,364.2,0 days 00:05:30
602858,2021-04-08 14:16:58,361.4,0 days 00:05:01
602872,2021-04-08 14:22:28,358.1,0 days 00:05:30
602885,2021-04-08 14:27:28,354.3,0 days 00:05:00
602905,2021-04-08 14:32:57,350.7,0 days 00:05:29
602924,2021-04-08 14:37:58,346.9,0 days 00:05:01
602940,2021-04-08 14:42:58,342.6,0 days 00:05:00
602957,2021-04-08 14:47:58,339.3,0 days 00:05:00
602973,2021-04-08 14:53:28,336.1,0 days 00:05:30
602992,2021-04-08 14:58:58,335.6,0 days 00:05:30
603008,2021-04-08 15:03:58,335.3,0 days 00:05:00
603022,2021-04-08 15:08:58,333.8,0 days 00:05:00
603032,2021-04-08 15:13:58,330.9,0 days 00:05:00
603042,2021-04-08 15:18:58,327.6,0 days 00:05:00
603054,2021-04-08 15:23:58,323.8,0 days 00:05:00
603067,2021-04-08 15:28:58,319.9,0 days 00:05:00
603077,2021-04-08 15:33:58,316.4,0 days 00:05:00
603087,2021-04-08 15:38:58,313.4,0 days 00:05:00
603095,2021-04-08 15:43:58,310.2,0 days 00:05:00
603108,2021-04-08 15:48:58,307.1,0 days 00:05:00
603126,2021-04-08 15:53:58,303.8,0 days 00:05:00
603145,2021-04-08 15:58:58,299.9,0 days 00:05:00
603166,2021-04-08 16:04:27,296.7,0 days 00:05:29
603183,2021-04-08 16:09:28,292.5,0 days 00:05:01
603201,2021-04-08 16:14:28,288.6,0 days 00:05:00
603221,2021-04-08 16:19:57,284.7,0 days 00:05:29
603239,2021-04-08 16:24:58,281.4,0 days 00:05:01
603255,2021-04-08 16:29:58,278.2,0 days 00:05:00
603272,2021-04-08 16:35:28,274.8,0 days 00:05:30
603288,2021-04-08 16:40:28,271.6,0 days 00:05:00
603301,2021-04-08 16:46:28,267.8,0 days 00:06:00
603315,2021-04-08 16:51:28,265.1,0 days 00:05:00
603330,2021-04-08 16:56:28,262.7,0 days 00:05:00
603349,2021-04-08 17:01:58,259.4,0 days 00:05:30
603370,2021-04-08 17:07:28,255,0 days 00:05:30
603389,2021-04-08 17:12:28,250,0 days 00:05:00
603408,2021-04-08 17:17:28,245.6,0 days 00:05:00
603429,2021-04-08 17:22:57,240.9,0 days 00:05:29
603448,2021-04-08 17:27:58,235.7,0 days 00:05:01
603468,2021-04-08 17:32:58,230.2,0 days 00:05:00
603486,2021-04-08 17:37:58,225.1,0 days 00:05:00
603502,2021-04-08 17:42:58,219.6,0 days 00:05:00
603516,2021-04-08 17:48:28,214.2,0 days 00:05:30
603527,2021-04-08 17:53:57,209.4,0 days 00:05:29
603537,2021-04-08 17:58:58,204.8,0 days 00:05:01
603547,2021-04-08 18:03:58,198.8,0 days 00:05:00
603557,2021-04-08 18:08:58,192.3,0 days 00:05:00
603578,2021-04-08 18:14:27,186.5,0 days 00:05:29
603595,2021-04-08 18:19:27,181.5,0 days 00:05:00
603613,2021-04-08 18:24:27,176.6,0 days 00:05:00
603632,2021-04-08 18:29:27,172.4,0 days 00:05:00
603650,2021-04-08 18:34:27,168,0 days 00:05:00
603665,2021-04-08 18:39:27,163.5,0 days 00:05:00
603684,2021-04-08 18:44:27,159.2,0 days 00:05:00
603702,2021-04-08 18:49:27,154.7,0 days 00:05:00
603719,2021-04-08 18:54:27,151.2,0 days 00:05:00
603733,2021-04-08 18:59:27,147.6,0 days 00:05:00
603745,2021-04-08 19:04:27,144.8,0 days 00:05:00
603753,2021-04-08 19:09:27,141.9,0 days 00:05:00
603762,2021-04-08 19:14:27,139,0 days 00:05:00
603771,2021-04-08 19:19:53,135.9,0 days 00:05:26
603782,2021-04-08 19:25:09,133.2,0 days 00:05:16
603792,2021-04-08 19:30:09,130.5,0 days 00:05:00
603800,2021-04-08 19:35:09,128.3,0 days 00:05:00
603810,2021-04-08 19:40:09,125.9,0 days 00:05:00
603819,2021-04-08 19:45:09,123.2,0 days 00:05:00
603827,2021-04-08 19:50:09,120.5,0 days 00:05:00
603836,2021-04-08 19:55:09,118.7,0 days 00:05:00
603846,2021-04-08 20:00:09,116.2,0 days 00:05:00
